event,logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,lag_ms,tardy_invocation_count,steer_present,accelerator_present,brake_present,steer,accelerator,brake
output_tick,19100000000,19100.0,19100.311121,19100000000,0,0.3230100000000675,0,1,1,1,1,0.0,0.0
output_tick,19200000000,19200.0,19200.764315,19200000000,0,0.7767410000014934,0,1,1,1,1,0.0,0.0
output_tick,19300000000,19300.0,19300.297019,19300000000,0,0.30883299999914016,0,1,1,1,1,0.0,0.0
output_tick,19400000000,19400.0,19400.71649,19400000000,0,0.7279899999994086,0,1,1,1,1,0.0,0.0
output_tick,19500000000,19500.0,19500.735392,19500000000,0,0.7466510000012931,0,1,1,1,1,0.0,0.0
output_tick,19600000000,19600.0,19600.299669,19600000000,0,0.3111129999997502,0,1,1,1,1,0.0,0.0
output_tick,19700000000,19700.0,19700.731214,19700000000,0,0.7430849999982456,0,1,1,1,1,0.0,0.0
output_tick,19800000000,19800.0,19800.74069,19800000000,0,0.7531530000014754,0,1,1,1,1,0.0,0.0
output_tick,19900000000,19900.0,19900.723222,19900000000,0,0.7352780000001076,0,1,1,1,1,0.0,0.0
output_tick,20000000000,20000.0,20000.782938,20000000000,0,0.7948639999995066,0,1,1,1,1,0.0,0.0
output_tick,20100000000,20100.0,20100.805044,20100000000,0,0.818450999999186,0,1,1,1,1,0.0,0.0
output_tick,20200000000,20200.0,20200.741595,20200000000,0,0.754335000001447,0,1,1,1,1,0.0,0.0
output_tick,20300000000,20300.0,20300.298279,20300000000,0,0.310075000001234,0,1,1,1,1,0.0,0.0
output_tick,20400000000,20400.0,20400.72788,20400000000,0,0.739583999999013,0,1,1,1,1,0.0,0.0
output_tick,20500000000,20500.0,20500.697801,20500000000,0,0.7107260000011593,0,1,1,1,1,0.0,0.0
output_tick,20600000000,20600.0,20600.709091,20600000000,0,0.7203130000016245,0,1,1,1,1,0.0,0.0
output_tick,20700000000,20700.0,20700.735567,20700000000,0,0.7474370000018098,0,1,1,1,1,0.0,0.0
output_tick,20800000000,20800.0,20800.779264,20800000000,0,0.7911720000010973,0,1,1,1,1,0.0,0.0
output_tick,20900000000,20900.0,20900.715648,20900000000,0,0.7271849999997357,0,1,1,1,1,0.0,0.0
output_tick,21000000000,21000.0,21000.287795,21000000000,0,0.29885099999955855,0,1,1,1,1,0.0,0.0
output_tick,21100000000,21100.0,21100.724267,21100000000,0,0.7364889999989828,0,1,1,1,1,0.0,0.0
output_tick,21200000000,21200.0,21200.731131,21200000000,0,0.7431870000000345,0,1,1,1,1,0.0,0.0
output_tick,21300000000,21300.0,21300.697644,21300000000,0,0.7094040000010864,0,1,1,1,1,0.0,0.0
output_tick,21400000000,21400.0,21400.749249,21400000000,0,0.7614900000007765,0,1,1,1,1,0.0,0.0
output_tick,21500000000,21500.0,21500.768947,21500000000,0,0.7815760000012233,0,1,1,1,1,0.0,0.0
output_tick,21600000000,21600.0,21600.725738,21600000000,0,0.7372189999987313,0,1,1,1,1,0.0,0.0
output_tick,21700000000,21700.0,21700.33194,21700000000,0,0.34586599999965983,0,1,1,1,1,0.0,0.0
output_tick,21800000000,21800.0,21800.746763,21800000000,0,0.7594109999990906,0,1,1,1,1,0.0,0.0
output_tick,21900000000,21900.0,21900.811534,21900000000,0,0.8254410000008647,0,1,1,1,1,0.0,0.0
output_tick,22000000000,22000.0,22000.702381,22000000000,0,0.7148439999982656,0,1,1,1,1,0.0,0.0
output_tick,22100000000,22100.0,22100.75993,22100000000,0,0.771800999998959,0,1,1,1,1,0.0,0.0
output_tick,22200000000,22200.0,22200.357429,22200000000,0,0.3693920000005164,0,1,1,1,1,0.0,0.0
output_tick,22300000000,22300.0,22300.734845,22300000000,0,0.7462889999987965,0,1,1,1,1,0.0,0.0
output_tick,22400000000,22400.0,22400.748357,22400000000,0,0.7596530000009807,0,1,1,1,1,0.0,0.0
output_tick,22500000000,22500.0,22500.705926,22500000000,0,0.7175739999984216,0,1,1,1,1,0.0,0.0
output_tick,22600000000,22600.0,22600.705179,22600000000,0,0.7170120000009774,0,1,1,1,1,0.0,0.0
output_tick,22700000000,22700.0,22700.294196,22700000000,0,0.30582499999945867,0,1,1,1,1,0.0,0.0
output_tick,22800000000,22800.0,22800.726833,22800000000,0,0.7388519999985874,0,1,1,1,1,0.0,0.0
output_tick,22900000000,22900.0,22900.711568,22900000000,0,0.7539010000000417,0,1,1,1,1,0.0,0.0
output_tick,23000000000,23000.0,23000.701395,23000000000,0,0.7134509999996226,0,1,1,1,1,0.0,0.0
output_tick,23100000000,23100.0,23100.654445,23100000000,0,0.6667789999992237,0,1,1,1,1,0.0,0.0
output_tick,23200000000,23200.0,23200.360831,23200000000,0,0.3728870000013558,0,1,1,1,1,0.0,0.0
output_tick,23300000000,23300.0,23300.716396,23300000000,0,0.7281550000006973,0,1,1,1,1,0.0,0.0
output_tick,23400000000,23400.0,23400.777518,23400000000,0,0.7897410000005038,0,1,1,1,1,0.0,0.0
output_tick,23500000000,23500.0,23500.686421,23500000000,0,0.6986429999997199,0,1,1,1,1,0.0,0.0
output_tick,23600000000,23600.0,23600.827765,23600000000,0,0.8413020000007236,0,1,1,1,1,0.0,0.0
output_tick,23700000000,23700.0,23700.797574,23700000000,0,0.8109069999991334,0,1,1,1,1,0.0,0.0
output_tick,23800000000,23800.0,23800.729216,23800000000,0,0.7402350000011211,0,1,1,1,1,0.0,0.0
output_tick,23900000000,23900.0,23900.748247,23900000000,0,0.7604500000015832,0,1,1,1,1,0.0,0.0
output_tick,24000000000,24000.0,24000.662945,24000000000,0,0.6733889999995881,0,1,1,1,1,0.0,0.0
output_tick,24100000000,24100.0,24100.844363,24100000000,0,0.8560849999994389,0,1,1,1,1,0.0,0.0
output_tick,24200000000,24200.0,24200.70634,24200000000,0,0.7181909999999334,0,1,1,1,1,0.0,0.0
output_tick,24300000000,24300.0,24300.297986,24300000000,0,0.30978200000026845,0,1,1,1,1,0.0,0.0
output_tick,24400000000,24400.0,24400.740086,24400000000,0,0.7518259999997099,0,1,1,1,1,0.0,0.0
output_tick,24500000000,24500.0,24500.377472,24500000000,0,0.3906199999983073,0,1,1,1,1,0.0,0.0
output_tick,24600000000,24600.0,24600.752684,24600000000,0,0.7647020000003977,0,1,1,1,1,0.0,0.0
output_tick,24700000000,24700.0,24700.71427,24700000000,0,0.7259919999996782,0,1,1,1,1,0.0,0.0
output_tick,24800000000,24800.0,24800.720782,24800000000,0,0.7326710000015737,0,1,1,1,1,0.0,0.0
output_tick,24900000000,24900.0,24900.739405,24900000000,0,0.7518129999989469,0,1,1,1,1,0.0,0.0
output_tick,25000000000,25000.0,25000.724121,25000000000,0,0.7366949999995995,0,1,1,1,1,0.0,0.0
output_tick,25100000000,25100.0,25100.772948,25100000000,0,0.7854469999983849,0,1,1,1,1,0.0,0.0
output_tick,25200000000,25200.0,25200.750645,25200000000,0,0.7626630000013392,0,1,1,1,1,0.0,0.0
output_tick,25300000000,25300.0,25300.746972,25300000000,0,0.7595089999995253,0,1,1,1,1,0.0,0.0
output_tick,25400000000,25400.0,25400.727817,25400000000,0,0.740390999999363,0,1,1,1,1,0.0,0.0
output_tick,25500000000,25500.0,25500.784218,25500000000,0,0.7979210000012245,0,1,1,1,1,0.0,0.0
output_tick,25600000000,25600.0,25600.776859,25600000000,0,0.7893960000001243,0,1,1,1,1,0.0,0.0
output_tick,25700000000,25700.0,25700.811482,25700000000,0,0.8259260000013455,0,1,1,1,1,0.0,0.0
output_tick,25800000000,25800.0,25800.343054,25800000000,0,0.3545540000013716,0,1,1,1,1,0.0,0.0
output_tick,25900000000,25900.0,25900.838653,25900000000,0,0.852097999999387,0,1,1,1,1,0.0,0.0
output_tick,26000000000,26000.0,26000.778295,26000000000,0,0.791203000000678,0,1,1,1,1,0.0,0.0
output_tick,26100000000,26100.0,26100.7434,26100000000,0,0.7558070000013686,0,1,1,1,1,0.0,0.0
output_tick,26200000000,26200.0,26200.835004,26200000000,0,0.8492440000009083,0,1,1,1,1,0.0,0.0
output_tick,26300000000,26300.0,26300.772349,26300000000,0,0.7838310000006459,0,1,1,1,1,0.0,0.0
output_tick,26400000000,26400.0,26400.718195,26400000000,0,0.7297130000006291,0,1,1,1,1,0.0,0.0
output_tick,26500000000,26500.0,26500.306359,26500000000,0,0.32002600000123493,0,1,1,1,1,0.0,0.0
output_tick,26600000000,26600.0,26600.72594,26600000000,0,0.7374400000007881,0,1,1,1,1,0.0,0.0
output_tick,26700000000,26700.0,26700.682786,26700000000,0,0.6939710000006016,0,1,1,1,1,0.0,0.0
output_tick,26800000000,26800.0,26800.735112,26800000000,0,0.7472229999984847,0,1,1,1,1,0.0,0.0
output_tick,26900000000,26900.0,26900.738123,26900000000,0,0.750622999999905,0,1,1,1,1,0.0,0.0
output_tick,27000000000,27000.0,27000.710376,27000000000,0,0.7220979999983683,0,1,1,1,1,0.0,0.0
output_tick,27100000000,27100.0,27100.737776,27100000000,0,0.7498870000017632,0,1,1,1,1,0.0,0.0
output_tick,27200000000,27200.0,27200.367051,27200000000,0,0.3786069999987376,0,1,1,1,1,0.0,0.0
output_tick,27300000000,27300.0,27300.752651,27300000000,0,0.7651140000016312,0,1,1,1,1,0.0,0.0
output_tick,27400000000,27400.0,27400.713793,27400000000,0,0.725310999998328,0,1,1,1,1,0.0,0.0
output_tick,27500000000,27500.0,27500.706601,27500000000,0,0.7183599999989383,0,1,1,1,1,0.0,0.0
output_tick,27600000000,27600.0,27600.320338,27600000000,0,0.33354200000030687,0,1,1,1,1,0.0,0.0
sensor_arrival,27612040251,27612.040251,27613.153461,27612040251,0,1.1244880000012927,0,0,1,0,1,0.00784313725490196,0.0
sensor_arrival,27619807557,27619.807557,27620.34894,27619807557,0,0.548345999999583,0,0,1,0,1,0.03137254901960784,0.0
sensor_arrival,27627864398,27627.864398,27628.63526,27627864398,0,0.779194999999163,0,0,1,0,1,0.047058823529411764,0.0
sensor_arrival,27635941923,27635.941923,27637.048744,27635941923,0,1.1180440000025555,0,0,1,0,1,0.07450980392156863,0.0
sensor_arrival,27643972430,27643.97243,27644.867347,27643972430,0,0.9032499999993888,0,0,1,0,1,0.09019607843137255,0.0
sensor_arrival,27651849995,27651.849995,27652.547376,27651849995,0,0.7046029999983148,0,0,1,0,1,0.12549019607843137,0.0
sensor_arrival,27659882502,27659.882502,27660.853529,27659882502,0,0.9799519999978656,0,0,1,0,1,0.1411764705882353,0.0
sensor_arrival,27667864250,27667.86425,27668.619705,27667864250,0,0.763159000001906,0,0,1,0,1,0.13725490196078433,0.0
sensor_arrival,27675915517,27675.915517,27676.77423,27675915517,0,0.8683239999991201,0,0,1,0,1,0.1450980392156863,0.0
sensor_arrival,27699981409,27699.981409,27701.161063,27699981409,0,1.1914319999996223,0,0,1,0,1,0.13725490196078433,0.0
output_tick,27700000000,27700.0,27702.195571,27700000000,0,2.2031999999999243,0,1,1,1,1,0.13725490196078433,0.0
sensor_arrival,27707890658,27707.890658,27708.607854,27707890658,0,0.7245479999983218,0,0,1,0,1,0.1450980392156863,0.0
sensor_arrival,27731978902,27731.978902,27733.025799,27731978902,0,1.0574340000021039,0,0,1,0,1,0.14901960784313725,0.0
sensor_arrival,27779994763,27779.994763,27781.011233,27779994763,0,1.0269330000010086,0,0,1,0,1,0.15294117647058825,0.0
sensor_arrival,27788036529,27788.036529,27788.973815,27788036529,0,0.9466189999984636,0,0,1,0,1,0.1450980392156863,0.0
sensor_arrival,27795858816,27795.858816,27796.606253,27795858816,0,0.7557510000006005,0,0,1,0,1,0.1411764705882353,0.0
output_tick,27800000000,27800.0,27800.407212,27800000000,0,0.41504599999825587,0,1,1,1,1,0.1411764705882353,0.0
sensor_arrival,27804086340,27804.08634,27804.962905,27804086340,0,0.88504599999942,0,0,1,0,1,0.1450980392156863,0.0
